SNO,INSTCODE,NAME OF THE INSTITUTION,TYPE,INST_REG,new_dist,PLACE,COED,AFFL.,ESTD,A_REG,branch_code,OC_BOYS,OC_GIRLS,SC_BOYS,SC_GIRLS,ST_BOYS,ST_GIRLS,BCA_BOYS,BCA_GIRLS,BCB_BOYS,BCB_GIRLS,BCC_BOYS,BCC_GIRLS,BCD_BOYS,BCD_GIRLS,BCE_BOYS,BCE_GIRLS,OC_EWS_BOYS,OC_EWS_GIRLS
307,GDLV,SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE,PVT,AU,Krishna,GUDLAVALLERU,COED,JNTUK,1998,AU,CIV,83355,88587,140498,158215,139285,139285,176262,176262,170247,170247,88248,88587,152992,155904,152180,152180,110438,163928
308,GDLV,SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE,PVT,AU,Krishna,GUDLAVALLERU,COED,JNTUK,1998,AU,CSE,26245,26245,67602,86477,164550,165613,38555,38555,49533,49533,51831,51831,34301,34301,38154,38173,25040,27614
309,GDLV,SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE,PVT,AU,Krishna,GUDLAVALLERU,COED,JNTUK,1998,AU,CSM,22857,22857,82702,84134,175164,175164,46930,58876,44078,44078,104531,113157,33958,33958,52174,52174,29309,28408
310,GDLV,SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE,PVT,AU,Krishna,GUDLAVALLERU,COED,JNTUK,1998,AU,ECE,38839,44476,101854,116397,169915,173458,76587,76587,61595,61595,89757,89757,62619,89103,59679,119310,42567,53834
311,GDLV,SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE,PVT,AU,Krishna,GUDLAVALLERU,COED,JNTUK,1998,AU,EEE,71969,111493,157180,163155,151158,173353,106976,117705,137310,137310,71969,111493,129064,151727,140637,140637,132475,114180
312,GDLV,SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE,PVT,AU,Krishna,GUDLAVALLERU,COED,JNTUK,1998,AU,INF,39425,41489,118566,118732,126831,126831,64139,67810,64855,64855,137564,152164,67167,67167,57798,62634,42137,46249
313,GDLV,SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE,PVT,AU,Krishna,GUDLAVALLERU,COED,JNTUK,1998,AU,IOT,55123,55123,120510,124291,124987,124987,75670,100495,73545,75901,173330,173330,69330,105811,96377,96377,48285,49991
314,GDLV,SESHADRI RAO GUDLAVALLERU ENGINEERING COLLEGE,PVT,AU,Krishna,GUDLAVALLERU,COED,JNTUK,1998,AU,MEC,48982,147758,127138,163806,128597,147758,158511,158511,150973,150973,104228,147758,139320,147758,102261,147758,131541,157927
315,KRUESF,KRISHNA UNIVERSITY COLLEGE OF ENGG AND TECHNOLOGY-SELF FINAN,SF,AU,Krishna,MACHILIPATNAM,COED,KSUM,2017,AU,CSE,78623,78623,173444,173750,164107,165925,170696,170696,177538,177538,78623,78623,155308,155308,173436,173436,158939,125319
316,KRUESF,KRISHNA UNIVERSITY COLLEGE OF ENGG AND TECHNOLOGY-SELF FINAN,SF,AU,Krishna,MACHILIPATNAM,COED,KSUM,2017,AU,ECE,43887,145270,176581,176581,163557,177547,133746,145270,148092,169586,43887,145270,145523,145523,74872,162221,122307,131448
317,LBCE,LAKIREDDY BALIREDDY COLLEGE OF ENGINEERING,PVT,AU,NTR,MYLAVARAM,COED,JNTUK,1998,AU,AID,31198,31198,74933,74933,123808,155922,37358,60537,62845,62845,132196,132196,31246,31876,34058,40023,36140,28891
318,LBCE,LAKIREDDY BALIREDDY COLLEGE OF ENGINEERING,PVT,AU,NTR,MYLAVARAM,COED,JNTUK,1998,AU,ASE,39456,81929,114448,119754,39456,149129,89251,89251,93150,93150,54350,81929,85633,85633,81536,81929,69768,101253
319,LBCE,LAKIREDDY BALIREDDY COLLEGE OF ENGINEERING,PVT,AU,NTR,MYLAVARAM,COED,JNTUK,1998,AU,CIV,92097,92097,140342,140342,144298,151464,146260,159714,139613,139613,92097,92097,148459,148459,176647,176647,108856,124045
320,LBCE,LAKIREDDY BALIREDDY COLLEGE OF ENGINEERING,PVT,AU,NTR,MYLAVARAM,COED,JNTUK,1998,AU,CSE,32379,32379,67083,79687,121108,121108,40545,40545,57251,57251,35456,77491,45248,45248,53379,53379,34744,34204
321,LBCE,LAKIREDDY BALIREDDY COLLEGE OF ENGINEERING,PVT,AU,NTR,MYLAVARAM,COED,JNTUK,1998,AU,CSM,33609,33609,73518,78358,104589,159655,33609,33609,63311,63311,133759,133759,42737,65679,43281,44888,35483,26031
322,LBCE,LAKIREDDY BALIREDDY COLLEGE OF ENGINEERING,PVT,AU,NTR,MYLAVARAM,COED,JNTUK,1998,AU,ECE,38659,38659,88134,92698,107339,142914,63898,70745,68883,68883,43835,43835,46760,57901,58484,58484,43562,32972
323,LBCE,LAKIREDDY BALIREDDY COLLEGE OF ENGINEERING,PVT,AU,NTR,MYLAVARAM,COED,JNTUK,1998,AU,EEE,71797,87357,127723,127723,160188,160188,121202,121202,125049,125049,123068,123068,121239,134408,115172,136320,88254,92900
324,LBCE,LAKIREDDY BALIREDDY COLLEGE OF ENGINEERING,PVT,AU,NTR,MYLAVARAM,COED,JNTUK,1998,AU,INF,38876,40564,86556,96230,129792,160133,53482,67336,66049,66049,38876,154833,62952,73314,46490,86275,39624,31544
325,LBCE,LAKIREDDY BALIREDDY COLLEGE OF ENGINEERING,PVT,AU,NTR,MYLAVARAM,COED,JNTUK,1998,AU,MEC,82896,118320,139797,158099,145449,152159,140819,144520,140032,168312,82896,118320,105698,118320,82896,166334,122722,118817
326,LIMT,LINGAYAS INST OF MGMT AND TECHNOLOGY,PVT,AU,NTR,VIJAYAWADA,COED,JNTUK,2008,AU,AID,102496,102496,170609,170609,136014,136014,169516,169516,159986,170607,102496,113810,169044,169044,168967,168967,144862,168615
327,LIMT,LINGAYAS INST OF MGMT AND TECHNOLOGY,PVT,AU,NTR,VIJAYAWADA,COED,JNTUK,2008,AU,AIM,97500,97500,176742,177250,177187,177187,177351,177351,152807,158513,97500,97500,147549,147549,145233,166833,126740,149387
328,LIMT,LINGAYAS INST OF MGMT AND TECHNOLOGY,PVT,AU,NTR,VIJAYAWADA,COED,JNTUK,2008,AU,CSE,101916,101916,177205,177205,176900,176900,153758,163130,173184,173184,101916,101916,127473,149837,148793,148793,167127,130519
329,LIMT,LINGAYAS INST OF MGMT AND TECHNOLOGY,PVT,AU,NTR,VIJAYAWADA,COED,JNTUK,2008,AU,ECE,107445,167525,177872,177872,159024,167525,171032,171032,169228,173178,107445,167525,168239,171585,146911,167525,141038,134867
330,MICT,DVR AND DR.HS MIC COLLEGE OF TECHNOLOGY,PVT,AU,NTR,KANCHIKACHERLA,COED,JNTUK,2002,AU,AID,63007,83233,157175,157175,176109,176109,101634,102725,105613,116685,172468,172468,69097,109895,119721,119721,72552,81527
331,MICT,DVR AND DR.HS MIC COLLEGE OF TECHNOLOGY,PVT,AU,NTR,KANCHIKACHERLA,COED,JNTUK,2002,AU,AIM,57197,57197,136480,136480,135578,143460,108687,108687,93426,99866,66658,66658,83710,84948,107440,109562,77622,74366
332,MICT,DVR AND DR.HS MIC COLLEGE OF TECHNOLOGY,PVT,AU,NTR,KANCHIKACHERLA,COED,JNTUK,2002,AU,CIV,95059,95059,177260,177346,95059,95059,147919,147919,159677,159677,95059,95059,95059,172330,95059,138961,162787,170131
333,MICT,DVR AND DR.HS MIC COLLEGE OF TECHNOLOGY,PVT,AU,NTR,KANCHIKACHERLA,COED,JNTUK,2002,AU,CSE,49685,60034,112148,112148,152629,164217,103791,103791,77443,77443,114826,114826,79839,79839,95220,95220,56354,64071
334,MICT,DVR AND DR.HS MIC COLLEGE OF TECHNOLOGY,PVT,AU,NTR,KANCHIKACHERLA,COED,JNTUK,2002,AU,ECE,69423,69423,145690,145690,171081,171081,127271,127271,141426,141426,69423,69423,84406,99775,109451,109451,94062,91684
335,MICT,DVR AND DR.HS MIC COLLEGE OF TECHNOLOGY,PVT,AU,NTR,KANCHIKACHERLA,COED,JNTUK,2002,AU,EEE,95329,95329,168923,177454,167713,177364,167260,169157,172595,172595,95329,95329,160235,160235,170203,170203,137730,122937
336,MICT,DVR AND DR.HS MIC COLLEGE OF TECHNOLOGY,PVT,AU,NTR,KANCHIKACHERLA,COED,JNTUK,2002,AU,INF,71249,96681,147531,152916,154906,154906,129672,129672,135672,135672,71249,96681,90301,96681,149146,149146,78915,87086
337,MICT,DVR AND DR.HS MIC COLLEGE OF TECHNOLOGY,PVT,AU,NTR,KANCHIKACHERLA,COED,JNTUK,2002,AU,MEC,92858,139924,177803,177803,177790,177790,92858,173240,176258,176258,92858,139924,171878,171878,172850,172850,172752,142842
338,MIET,MANDAVA INSTITUTE OF ENGG AND TECHNOLOGY,PVT,AU,NTR,JAGGAIAHPETA,COED,JNTUK,2007,AU,CIV,177452,177452,177452,177452,177452,177452,177452,177452,177452,177452,177452,177452,177452,177452,177452,177452,172670,178383
339,MIET,MANDAVA INSTITUTE OF ENGG AND TECHNOLOGY,PVT,AU,NTR,JAGGAIAHPETA,COED,JNTUK,2007,AU,CSE,124734,124734,165050,165050,156864,156864,124734,152881,166990,166990,124734,124734,153376,153376,124734,124734,142207,147362
340,MIET,MANDAVA INSTITUTE OF ENGG AND TECHNOLOGY,PVT,AU,NTR,JAGGAIAHPETA,COED,JNTUK,2007,AU,CSM,164605,164605,164605,164605,164605,164605,164605,164605,164605,164605,164605,164605,167879,167879,164605,164605,166043,146221
341,MIET,MANDAVA INSTITUTE OF ENGG AND TECHNOLOGY,PVT,AU,NTR,JAGGAIAHPETA,COED,JNTUK,2007,AU,ECE,135336,135336,167840,174934,135336,156002,177536,177536,135336,159100,158974,158974,155703,155703,135336,135336,111083,141489
342,MVRS,M.V.R.COLL OF ENGINEERING AND TECHNOLOGY,PVT,AU,NTR,PARITALA,COED,JNTUK,2008,AU,AID,124585,124585,176230,176230,176824,176824,168582,176175,170076,175241,155207,155207,172683,176912,172682,172682,155021,155183
343,MVRS,M.V.R.COLL OF ENGINEERING AND TECHNOLOGY,PVT,AU,NTR,PARITALA,COED,JNTUK,2008,AU,CAI,125173,125173,174303,177299,177550,177550,172874,173069,173491,173491,125173,153402,170080,170080,172279,174440,174595,175860
344,MVRS,M.V.R.COLL OF ENGINEERING AND TECHNOLOGY,PVT,AU,NTR,PARITALA,COED,JNTUK,2008,AU,CIV,128119,128119,173028,173028,154737,154737,128119,128119,175595,175595,128119,128119,175157,175157,128119,128119,166294,164597
345,MVRS,M.V.R.COLL OF ENGINEERING AND TECHNOLOGY,PVT,AU,NTR,PARITALA,COED,JNTUK,2008,AU,CSE,90701,123632,151665,175754,167054,167054,155763,174389,170994,170994,109965,123632,156172,173207,175483,175483,131181,147654
346,MVRS,M.V.R.COLL OF ENGINEERING AND TECHNOLOGY,PVT,AU,NTR,PARITALA,COED,JNTUK,2008,AU,ECE,138460,138460,174862,177833,175050,175050,175399,175399,170838,170838,138460,149386,158031,158031,170812,170812,149696,141073
347,MVRS,M.V.R.COLL OF ENGINEERING AND TECHNOLOGY,PVT,AU,NTR,PARITALA,COED,JNTUK,2008,AU,MEC,132845,147463,176724,176724,132845,165294,152745,152745,175991,175991,156925,156925,146985,147463,132845,147463,156552,158107
348,NRIA,NRI INSTITUTE OF TECHNOLOGY,PVT,AU,Eluru,AGIRIPALLY,COED,JNTUK,2008,AU,AIM,49955,49955,142623,143954,177653,177653,78129,85410,96716,96716,66726,66726,76324,76324,79159,92057,62761,62061
349,NRIA,NRI INSTITUTE OF TECHNOLOGY,PVT,AU,Eluru,AGIRIPALLY,COED,JNTUK,2008,AU,CIV,111804,111804,154534,164835,111804,172964,111804,111804,168494,168494,111804,111804,159659,159659,111804,174829,155133,174686
350,NRIA,NRI INSTITUTE OF TECHNOLOGY,PVT,AU,Eluru,AGIRIPALLY,COED,JNTUK,2008,AU,CSD,56450,60131,160874,161555,158152,162068,114740,114740,115015,115015,63113,63113,75302,75454,113686,125645,68499,69846
351,NRIA,NRI INSTITUTE OF TECHNOLOGY,PVT,AU,Eluru,AGIRIPALLY,COED,JNTUK,2008,AU,CSE,38398,38398,122054,122054,166969,177765,71739,71739,93131,93131,117803,172281,62276,62276,92576,92576,49854,58896
352,NRIA,NRI INSTITUTE OF TECHNOLOGY,PVT,AU,Eluru,AGIRIPALLY,COED,JNTUK,2008,AU,CSER,82071,82071,169061,169061,177865,177865,154921,154921,130093,133061,82071,82071,159866,159866,82071,161172,89477,66102
353,NRIA,NRI INSTITUTE OF TECHNOLOGY,PVT,AU,Eluru,AGIRIPALLY,COED,JNTUK,2008,AU,CSM,49469,49469,152858,152858,151531,159991,116998,116998,108670,108670,63430,64319,66276,66276,107847,107847,63301,59317
354,NRIA,NRI INSTITUTE OF TECHNOLOGY,PVT,AU,Eluru,AGIRIPALLY,COED,JNTUK,2008,AU,ECE,57193,57193,130341,150008,164350,164350,110222,115338,101701,101701,57193,78147,82036,82036,127300,159167,73509,89385
355,NRIA,NRI INSTITUTE OF TECHNOLOGY,PVT,AU,Eluru,AGIRIPALLY,COED,JNTUK,2008,AU,EEE,92705,101671,175661,175661,177598,177598,139311,139311,140790,166513,105877,105877,167429,167429,115830,174414,111138,148738
356,NRIA,NRI INSTITUTE OF TECHNOLOGY,PVT,AU,Eluru,AGIRIPALLY,COED,JNTUK,2008,AU,INF,63107,63107,147206,147206,136693,156818,120823,124747,114256,114256,63107,63107,83729,84863,127446,127446,73990,72366
357,NRIA,NRI INSTITUTE OF TECHNOLOGY,PVT,AU,Eluru,AGIRIPALLY,COED,JNTUK,2008,AU,MEC,101432,101432,162377,162377,101432,165442,164005,172499,166476,166476,101432,101432,142617,142617,170657,170657,174992,158442
358,PPDV,PALADUGU PARVATHI DEVI COLLEGE OF ENGG AND TECH,PVT,AU,NTR,VIJAYAWADA,COED,JNTUK,2008,AU,CSE,125638,155307,176862,176862,125638,155307,172939,172939,173217,173217,125638,155307,168979,168979,142753,155307,158166,135915
359,PPDV,PALADUGU PARVATHI DEVI COLLEGE OF ENGG AND TECH,PVT,AU,NTR,VIJAYAWADA,COED,JNTUK,2008,AU,ECE,119055,119055,155800,155800,119055,119055,119055,119055,119055,119055,119055,119055,145265,145265,119055,119055,154125,129383
360,PPSV,PRASAD V POTLURI SIDDHARTHA INSTT OF TECHNOLOGY,PVT,AU,NTR,VIJAYAWADA,COED,JNTUK,1998,AU,CIV,78806,78806,125784,143141,131354,131936,114024,114024,98089,169734,78806,125687,133991,133991,173565,173565,102532,155047
361,PPSV,PRASAD V POTLURI SIDDHARTHA INSTT OF TECHNOLOGY,PVT,AU,NTR,VIJAYAWADA,COED,JNTUK,1998,AU,CSD,17934,19484,47245,47245,77073,77073,21973,21973,35101,47216,17934,19484,25114,34109,24858,26804,18703,12191
362,PPSV,PRASAD V POTLURI SIDDHARTHA INSTT OF TECHNOLOGY,PVT,AU,NTR,VIJAYAWADA,COED,JNTUK,1998,AU,CSE,16133,16133,54474,54474,62335,62335,20686,20686,27081,27081,29556,29556,21317,21317,20380,20913,16586,10474
363,PPSV,PRASAD V POTLURI SIDDHARTHA INSTT OF TECHNOLOGY,PVT,AU,NTR,VIJAYAWADA,COED,JNTUK,1998,AU,CSM,16774,16774,37669,37669,77360,77360,17505,22188,16774,20682,16774,32932,19893,19893,24782,24782,19781,10839
364,PPSV,PRASAD V POTLURI SIDDHARTHA INSTT OF TECHNOLOGY,PVT,AU,NTR,VIJAYAWADA,COED,JNTUK,1998,AU,ECE,29536,29536,63899,63899,88946,117137,32473,32473,29536,29536,29536,37694,37888,37888,30665,57847,19272,18847
365,PPSV,PRASAD V POTLURI SIDDHARTHA INSTT OF TECHNOLOGY,PVT,AU,NTR,VIJAYAWADA,COED,JNTUK,1998,AU,EEE,60618,60618,110626,115350,162836,162836,87591,87591,66998,79529,132644,132644,89808,89808,76570,76570,49270,48597
366,PPSV,PRASAD V POTLURI SIDDHARTHA INSTT OF TECHNOLOGY,PVT,AU,NTR,VIJAYAWADA,COED,JNTUK,1998,AU,INF,26632,26632,62715,62715,105200,124574,28464,28464,35797,35797,50605,50605,31991,39249,35316,35452,28794,16962
367,PPSV,PRASAD V POTLURI SIDDHARTHA INSTT OF TECHNOLOGY,PVT,AU,NTR,VIJAYAWADA,COED,JNTUK,1998,AU,MEC,57698,96863,142684,173065,154427,160027,110601,156017,114326,114326,57698,96863,132873,132873,57698,131337,121977,117624
368,PSCV,POTTI SRIRAMULU COLLEGE OF ENGG AND TECHNOLOGY,PVT,AU,NTR,VIJAYAWADA,COED,JNTUK,2008,AU,CAI,64707,64707,149652,149982,157532,166404,140638,140638,143409,143409,65066,65066,91626,91626,96169,96169,75175,80634
369,PSCV,POTTI SRIRAMULU COLLEGE OF ENGG AND TECHNOLOGY,PVT,AU,NTR,VIJAYAWADA,COED,JNTUK,2008,AU,CIC,89631,103913,167769,167769,165484,174513,129846,132585,144405,144405,89631,103913,108069,108069,152299,152299,105176,101605
370,PSCV,POTTI SRIRAMULU COLLEGE OF ENGG AND TECHNOLOGY,PVT,AU,NTR,VIJAYAWADA,COED,JNTUK,2008,AU,CSD,54814,82286,158023,158023,119950,139355,121455,121455,124669,124669,54814,82286,92906,92906,79688,113923,74394,82407
371,PSCV,POTTI SRIRAMULU COLLEGE OF ENGG AND TECHNOLOGY,PVT,AU,NTR,VIJAYAWADA,COED,JNTUK,2008,AU,CSE,79513,79958,159978,177428,163907,173967,136789,136789,131463,131509,154084,154084,123154,128137,100287,146940,95883,103821
372,PSCV,POTTI SRIRAMULU COLLEGE OF ENGG AND TECHNOLOGY,PVT,AU,NTR,VIJAYAWADA,COED,JNTUK,2008,AU,CSM,53933,53933,121308,148344,163669,163669,98229,98229,108187,108340,53933,53933,77258,107945,76310,83695,71383,67803
373,PSCV,POTTI SRIRAMULU COLLEGE OF ENGG AND TECHNOLOGY,PVT,AU,NTR,VIJAYAWADA,COED,JNTUK,2008,AU,CSO,92315,92933,162319,176598,165978,165978,133224,157580,167611,167611,92315,92933,98747,103121,126203,167428,100232,99600
374,PSCV,POTTI SRIRAMULU COLLEGE OF ENGG AND TECHNOLOGY,PVT,AU,NTR,VIJAYAWADA,COED,JNTUK,2008,AU,ECE,92696,92696,165484,165484,161103,167110,123193,143462,174203,174203,92696,92696,140245,140245,116671,157601,108090,110577
375,PSCV,POTTI SRIRAMULU COLLEGE OF ENGG AND TECHNOLOGY,PVT,AU,NTR,VIJAYAWADA,COED,JNTUK,2008,AU,EEE,107376,107376,169404,169404,137865,173756,169441,175495,146573,155588,107376,124208,174869,174869,176135,176135,128104,159647
376,RKCE,R.K.COLLEGE OF ENGINEERING,PVT,AU,NTR,IBRAHIMPATNAM,COED,JNTUK,2008,AU,AIM,110179,110179,177228,177228,167145,175945,172066,172066,175643,175643,110179,171232,144064,166514,110179,171141,161123,176192
377,RKCE,R.K.COLLEGE OF ENGINEERING,PVT,AU,NTR,IBRAHIMPATNAM,COED,JNTUK,2008,AU,CIV,119069,136307,123849,123849,147516,147516,174714,174714,175423,175423,118980,129749,155099,161834,159933,152057,143395,160563
378,RKCE,R.K.COLLEGE OF ENGINEERING,PVT,AU,NTR,IBRAHIMPATNAM,COED,JNTUK,2008,AU,CSD,119975,119975,177594,177594,176620,176620,175766,175766,161358,172020,129903,129903,142406,174302,151327,176464,131930,135225
379,RKCE,R.K.COLLEGE OF ENGINEERING,PVT,AU,NTR,IBRAHIMPATNAM,COED,JNTUK,2008,AU,CSE,83770,137049,174562,176505,177147,177147,175799,177630,166251,166251,158224,158224,169593,169593,171064,171064,175319,96426
380,RKCE,R.K.COLLEGE OF ENGINEERING,PVT,AU,NTR,IBRAHIMPATNAM,COED,JNTUK,2008,AU,ECE,100307,174516,165918,177167,131961,174516,172116,174516,175426,175426,161169,174516,152598,174516,126520,174516,132766,119844
381,RKCE,R.K.COLLEGE OF ENGINEERING,PVT,AU,NTR,IBRAHIMPATNAM,COED,JNTUK,2008,AU,EEE,135089,152699,160087,160087,140907,145003,148438,148438,152673,160632,141793,156901,149345,149345,159239,165117,154327,143542
382,SIEN,SRI SARATHI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,AU,Eluru,NUZVID,COED,JNTUK,1998,AU,AID,147101,147101,147101,172142,147101,147101,171285,171285,147101,147101,147101,147101,147101,147101,147101,147101,151216,157281
383,SIEN,SRI SARATHI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,AU,Eluru,NUZVID,COED,JNTUK,1998,AU,CSE,127115,127115,165619,170658,165972,165972,171543,171543,172051,177625,175641,175641,175841,175841,175974,175974,170195,167647
384,SIEN,SRI SARATHI INSTITUTE OF ENGG. AND TECHNOLOGY,PVT,AU,Eluru,NUZVID,COED,JNTUK,1998,AU,ECE,168870,168870,175867,175867,177621,177621,168870,168870,168870,168870,168870,168870,168870,168870,168870,168870,126579,138138
385,SRKI,S R K INST. OF TECHNOLOGY,PVT,AU,NTR,VIJAYAWADA,COED,JNTUK,2007,AU,CIV,107963,122580,176897,176897,177585,177585,157579,157579,169908,169908,117976,131032,161584,176210,167157,167157,169297,170526
386,SRKI,S R K INST. OF TECHNOLOGY,PVT,AU,NTR,VIJAYAWADA,COED,JNTUK,2007,AU,CSD,74495,74495,150465,157420,162909,165808,115528,154394,124632,138738,113167,113167,112623,112623,138459,138459,96594,114621
387,SRKI,S R K INST. OF TECHNOLOGY,PVT,AU,NTR,VIJAYAWADA,COED,JNTUK,2007,AU,CSE,63661,63661,122933,122933,162780,165798,108296,108482,74019,145909,175216,175216,75191,75191,63661,63661,66237,46741
388,SRKI,S R K INST. OF TECHNOLOGY,PVT,AU,NTR,VIJAYAWADA,COED,JNTUK,2007,AU,CSM,80130,80130,156627,165062,162751,164851,119646,144274,110017,115926,80130,80130,86495,86495,94559,94559,99583,67366
389,SRKI,S R K INST. OF TECHNOLOGY,PVT,AU,NTR,VIJAYAWADA,COED,JNTUK,2007,AU,ECE,64407,64407,149682,152789,138478,144186,119976,119976,135661,140862,76717,76717,101040,101040,119236,119236,102820,81211
390,SRKI,S R K INST. OF TECHNOLOGY,PVT,AU,NTR,VIJAYAWADA,COED,JNTUK,2007,AU,EEE,146488,146488,173912,173912,177604,177604,174886,174886,169358,169358,146488,146488,148483,156075,157337,175170,151669,174598
391,SRKI,S R K INST. OF TECHNOLOGY,PVT,AU,NTR,VIJAYAWADA,COED,JNTUK,2007,AU,INF,65729,65729,160036,172898,164239,172563,155712,155712,122264,137944,65729,88921,126983,126983,134648,134648,85012,100935
392,SRKI,S R K INST. OF TECHNOLOGY,PVT,AU,NTR,VIJAYAWADA,COED,JNTUK,2007,AU,MEC,165220,165220,168354,169436,176706,176706,165220,165220,168166,168383,165220,165220,165220,165220,165220,165220,153278,146577
393,SVET,SRI VASAVI INSTT OF ENGINEERING AND TECHNOLOGY,PVT,AU,Krishna,PEDANA,COED,JNTUK,2008,AU,CSE,92476,92476,161372,163809,164986,164986,150386,150386,121388,127757,92476,92476,173129,173129,171150,171150,96341,87640
394,SVET,SRI VASAVI INSTT OF ENGINEERING AND TECHNOLOGY,PVT,AU,Krishna,PEDANA,COED,JNTUK,2008,AU,CSM,66357,66357,177561,177561,177440,177440,170060,170060,119582,151604,66642,66642,114877,120378,115489,167281,88151,90257
395,SVET,SRI VASAVI INSTT OF ENGINEERING AND TECHNOLOGY,PVT,AU,Krishna,PEDANA,COED,JNTUK,2008,AU,ECE,118801,118801,164740,177549,173386,173386,161194,161194,140290,141049,118801,118801,118801,168510,124842,148994,144029,98099
396,SVHE,D M S S V H COLLEGE OF ENGINEERING,PVT,AU,Krishna,MACHILIPATNAM,COED,JNTUK,1980,AU,CSE,42082,54311,122452,157448,116244,135664,154017,154017,141822,139237,52480,82066,121980,127297,91218,134363,64962,48824
397,SVHE,D M S S V H COLLEGE OF ENGINEERING,PVT,AU,Krishna,MACHILIPATNAM,COED,JNTUK,1980,AU,ECE,63124,76750,124961,76750,103360,76750,92141,76750,86457,76750,70244,76750,88150,76750,70608,76750,100914,74241
398,URCE,USHA RAMA COLL OF ENGG AND TECHNOLOGY,PVT,AU,Krishna,TELAPROLU,COED,JNTUK,2008,AU,AID,70200,70200,175827,175827,176761,176761,127422,155288,131427,145102,74058,74058,107606,107606,147068,147068,90764,87307
399,URCE,USHA RAMA COLL OF ENGG AND TECHNOLOGY,PVT,AU,Krishna,TELAPROLU,COED,JNTUK,2008,AU,AIM,70244,70244,164806,164806,164983,164983,131544,162883,122573,141225,70244,70244,101124,105372,70244,138140,85895,89408
400,URCE,USHA RAMA COLL OF ENGG AND TECHNOLOGY,PVT,AU,Krishna,TELAPROLU,COED,JNTUK,2008,AU,CSE,77539,77539,164474,177416,149016,149016,171133,171133,173060,173060,82740,92552,105662,144124,137019,151511,99666,93833
401,URCE,USHA RAMA COLL OF ENGG AND TECHNOLOGY,PVT,AU,Krishna,TELAPROLU,COED,JNTUK,2008,AU,ECE,102607,102607,177540,177540,163024,165986,168742,175324,149512,150046,107394,107394,150302,151747,153320,153320,130114,118620
402,URCE,USHA RAMA COLL OF ENGG AND TECHNOLOGY,PVT,AU,Krishna,TELAPROLU,COED,JNTUK,2008,AU,EEE,114297,171253,165684,171253,114297,171253,114297,171253,122594,171253,114297,171253,134307,171253,133569,171253,163427,136136
403,URCE,USHA RAMA COLL OF ENGG AND TECHNOLOGY,PVT,AU,Krishna,TELAPROLU,COED,JNTUK,2008,AU,INF,90050,90050,164919,165653,90050,168143,167873,167873,138584,142215,90050,90050,107081,170985,164486,164486,97508,129411
404,URCE,USHA RAMA COLL OF ENGG AND TECHNOLOGY,PVT,AU,Krishna,TELAPROLU,COED,JNTUK,2008,AU,MEC,92980,155935,168634,168634,176481,176481,171245,171693,163607,163607,128114,141876,144360,134636,123475,152457,142892,170168
405,VCTN,VIKAS COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,AU,NTR,VIJAYAWADA,COED,JNTUK,2008,AU,CSD,98938,117471,165166,174837,177818,177818,171134,171134,162232,162232,159440,159440,98938,173225,151053,151053,158018,140557
406,VCTN,VIKAS COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,AU,NTR,VIJAYAWADA,COED,JNTUK,2008,AU,CSE,108210,116247,157059,165897,177534,177534,168378,168378,175556,175556,108210,116247,161287,169336,171667,175580,168413,142694
407,VCTN,VIKAS COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,AU,NTR,VIJAYAWADA,COED,JNTUK,2008,AU,CSM,124542,141177,177363,177363,164838,173842,174525,174525,176137,176811,158830,158830,176583,176583,175688,177510,157396,159072
408,VCTN,VIKAS COLLEGE OF ENGINEERING AND TECHNOLOGY,PVT,AU,NTR,VIJAYAWADA,COED,JNTUK,2008,AU,ECE,90105,118021,158307,164799,176197,176197,131224,134053,140630,140630,90105,125187,169779,169779,90105,132564,138088,128566
409,VGTN,VIKAS GROUP OF INSTITUTIONS,PVT,AU,NTR,VIJAYAWADA RURAL,COED,JNTUK,2010,AU,CSD,118956,118956,118956,158077,165718,165718,118956,118956,152539,152539,118956,118956,152430,162666,118956,132489,101633,132486
410,VGTN,VIKAS GROUP OF INSTITUTIONS,PVT,AU,NTR,VIJAYAWADA RURAL,COED,JNTUK,2010,AU,CSE,122861,122861,172201,174256,175500,175500,176273,176273,174799,175152,122861,122861,175118,175118,170879,170879,173478,173209
411,VGTN,VIKAS GROUP OF INSTITUTIONS,PVT,AU,NTR,VIJAYAWADA RURAL,COED,JNTUK,2010,AU,CSM,45787,102247,168998,168998,177270,177270,156977,170717,142971,142971,45787,102247,157888,157888,168267,168267,158305,155841
